normal,lognormal,t_df3,uniform,exponential,bimodal,with_outliers
0.30471707975443135,0.7928217325706312,0.13843282700033482,-0.04509647392314431,2.049361287984921,-2.1451031025494136,-0.6518982532133624
-1.0399841062404955,0.7637327904500812,-0.2298517523908817,2.7039690224627178,1.8916526335185024,-1.7224165269734,-1.579549079149765
0.7504511958064572,0.534195222698206,4.519477010980837,1.0599632407887594,2.3277068151275566,-2.2240253623695416,0.6466976559816136
0.9405647163912139,1.4705472873028451,0.6118169421542775,0.5133680712310191,1.3654637918619852,-2.376501907894918,-0.31986170887473775
-1.9510351886538364,1.2351365971387176,0.33282454304166226,-1.0446428466991688,0.3898078304495708,-2.3285469551937363,-1.2629420160698455
-1.302179506862318,0.23892998292539894,-0.7359206001669265,-1.2455637322537065,0.2628250261793874,-2.3298813019581006,0.8223492810387406
0.12784040316728537,0.22619147685063692,-1.4531732101819503,-2.80333401544448,0.19277762220514147,-2.563683535632368,-0.10104396384572592
-0.3162425923435822,1.4655286166822326,0.47583577492601875,0.5179933617079215,2.0670900177715756,-2.6194612856955644,-0.7967978624757898
-0.016801157504288795,0.480101477524504,1.86020813553574,-0.4193924065122294,0.14785658314103273,-1.5139850939313364,0.8381127900535131
-0.85304392757358,1.3123731190232426,-2.62076584635468,-1.6541928182963592,0.7561410859470825,-1.6655794347274306,-0.39594419948687054
0.8793979748628286,2.019476703741648,0.2818075688879816,-0.694715253676947,0.4032740551380979,-2.411398929842022,-1.6238721313506317
0.7777919354289483,0.3185876792884375,3.508968409089607,2.645653248726333,0.09452659931571274,-1.5557988206609674,0.9040048218973964
0.06603069756121605,0.2807239353257786,-1.7197834171020703,2.0904007106602105,1.7465028909507234,-1.8453436135403343,-0.8945226455110075
1.1272412069680329,4.513119114584006,0.0650450127767818,-0.417556205687041,1.0333942942191465,-2.161896821105042,2.9657005760226207
0.4675093422520456,1.3721978228576255,0.26717032842255095,2.8797181594132377,2.439779407534903,-2.612915330660656,-0.5001729009871384
-0.8592924628832382,0.6856989534072029,-1.2136624565313263,-0.2272933622048674,0.9526277748455225,-1.8292764512876656,-2.0699638065903807
0.36875078408249884,0.43147469804657984,-0.6847744177107247,-0.9051487307094099,2.4967768877084886,-1.0673097267152722,1.69991230281918
-0.9588826008289989,0.6316645734008131,-0.42728933848993567,-0.6724763427075144,0.5557555184363475,-1.9927142301826672,-0.11076795453800313
0.8784503013072725,0.3424892178511416,1.1276073814893204,2.2477001190643113,0.26750356529452063,-1.5006735117021466,0.2014862117622281
-0.049925910986252896,2.214598131763476,-2.177212432022341,-1.3934714964541115,0.3972560852045107,-2.1058589298480506,0.3273725343678055
-0.18486236354526056,0.49704434165392325,0.5963098671366975,-1.6673834222557382,0.3076044802320926,-1.5390825328437308,-1.4150401862258166
-0.6809295444039414,2.6756200005393356,0.7747507112157843,2.7632839449182107,2.8771988079608337,-2.0751057924188707,-2.221081008948797
1.2225413386740303,0.6972815336222394,-1.4793144259090911,1.4056134479983626,0.9496317532998017,-3.2026639263848575,1.8993742777512581
-0.15452948206880215,0.3910127287199871,1.9570015971829446,1.5826848885968072,0.9076393067914742,-2.3608675980694938,-1.6177326321900238
-0.4283278221631072,0.6813552638401003,1.3059472726851382,1.4417423931264608,1.5718919477309468,-1.9338696119968548,1.5836588418011772
